id,created_at,updated_at,start_date,end_date,author,product_type,lower_danger,middle_danger,upper_danger,bottom_line,hazard_discussion
165250,2025-03-26 4:47:30,2025-03-26 14:49:08,2025-03-26 15:00:00,2025-03-27 15:00:00,Andrew Schauer,forecast,2,3,3,"<p>Avalanche conditions remain dangerous even with the quiet weather. There is still a very good chance a person can trigger a very large avalanche on a weak layer of snow buried 2 to 3' deep. This continues to make human-triggered avalanches without any warning signs, and lead to a fatal avalanche accident on Saturday. The only way to manage this problem is to avoid traveling on or below steep terrain.</p>
<p><strong>__________________________________</strong></p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Avalanche Accident:</strong> &nbsp;We are deeply saddened to report a fatal avalanche accident on Saturday, on the back side of Seattle Ridge in Turnagain Pass. Our preliminary report can be found <a href=""https://www.cnfaic.org/accidents/seattle-ridge-warmup-bowl-1-bowl/"" target=""_blank"" rel=""noopener"">here</a>. We are working on collecting more information and will publish a full accident report as soon as we have all of the information from the event.</p>
<p><strong>Sean Sullivan, Cory Davis, and Travis Temple will be hosting a free avalanche awareness and rescue training event in memory of Tucker Challans on Saturday, March 29, at Alaska West Air in Nikiski</strong>. See the flyer in the media gallery below for more information.</p>",NULL
165143,2025-03-24 16:55:10,2025-03-25 15:36:10,2025-03-25 15:00:00,2025-03-26 15:00:00,Daniel Krueger,forecast,2,3,3,"<p><strong>The snowpack is dangerous and people are still triggering large avalanches.</strong> They have been releasing on a layer of surface hoar buried 2 to 3&rsquo; deep. These avalanches tend to spread across entire slopes, releasing above you on slopes with multiple tracks on them. This is a scary situation where the safest option is to avoid traveling on or under steep slopes.&nbsp;</p>
<p><strong>__________________________________</strong></p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Avalanche Accident:</strong> &nbsp;We are deeply saddened to report that on Saturday a snowmachiner passed away in an avalanche on the backside of Seattle Ridge in Turnagain Pass. Our preliminary report can be found <a href=""https://www.cnfaic.org/accidents/seattle-ridge-warmup-bowl-1-bowl/"" target=""_blank"" rel=""noopener"">here</a> and we will provide a full report as soon as we are able.</p>",NULL
165093,2025-03-24 3:15:23,2025-03-24 15:11:03,2025-03-24 15:00:00,2025-03-25 15:00:00,Mik Dalpes,forecast,2,3,3,"<p>The Turnagain Pass snowpack is dangerous and unstable despite calm weather.&nbsp; Tragically, a human-triggered avalanche on Saturday resulted in a fatality on Seattle Ridge. A person could trigger a large avalanche 2 to 3' deep on a layer of buried surface hoar today and for the foreseeable future. The human-triggered avalanches that are occurring often have many tracks already on the slope and many are being triggered from below, above, or from the side. The best way to stay clear of this problem and have a safe day is to avoid travelling on or below steep slopes.</p>
<p>*We could use your help spreading the word about the dangerous snowpack conditions at Turnagain Pass.</p>
<p><strong>__________________________________</strong></p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Avalanche Accident:</strong> We are deeply saddened to report that a snowmachiner passed away in an avalanche on the backside of Seattle Ridge Saturday at Turnagain Pass. This occurred in&nbsp;<a href=""https://www.cnfaic.org/wp-content/uploads/2013/10/PlaceNamesMotorized2015.jpg"" target=""_blank"" rel=""noopener"">Warmup Bowl</a>, also known as -1 Bowl.&nbsp; Our preliminary report can be found <a href=""https://www.cnfaic.org/accidents/seattle-ridge-warmup-bowl-1-bowl/"" target=""_blank"" rel=""noopener"">here</a> and we will provide a full report as soon as we are able. A media report can be found <a href=""https://www.adn.com/outdoors-adventure/2025/03/22/snowmachiner-dies-in-avalanche-near-turnagain-pass/"" target=""_blank"" rel=""noopener"">HERE</a>.<br>Our thoughts are with the family, friends, and all those involved at this incredibly difficult time.</p>",NULL
165029,2025-03-23 13:07:46,2025-03-23 15:09:09,2025-03-23 15:00:00,2025-03-24 15:00:00,Wendy Wagner,forecast,2,3,3,"<p>People continue to trigger large and dangerous avalanches and tragically one resulted in a fatality yesterday. <strong>The snowpack remains unstable</strong> despite the quiet weather. Triggering a large slab 2 to 3 feet deep that fails on buried surface hoar can still occur today and for the foreseeable future. These slabs can propagate across entire slopes, be triggered from below, and are happening on slopes with tracks already on them. The best way to enjoy the snow without worrying about an avalanche is to stay in lower angle terrain and avoid being under steep slopes.</p>
<p>*We are worried our message isn't reaching everyone. Please help get the word out on the dangerous nature of avalanche conditions at Turnagain Pass.</p>
<p><strong>__________________________________</strong></p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>Avalanche Accident:</strong> We are deeply saddened to report that a snowmachiner passed away in an avalanche on the backside of Seattle Ridge yesterday at Turnagain Pass. This occurred in <a href=""https://www.cnfaic.org/wp-content/uploads/2013/10/PlaceNamesMotorized2015.jpg"" target=""_blank"" rel=""noopener"">Warmup Bowl</a>, also known as -1 Bowl. <strong><a href=""https://dailydispatch.dps.alaska.gov/Home/DisplayIncident?incidentNumber=AK25026502"" target=""_blank"" rel=""noopener"">AK State Troopers will be conducting the recovery today </a>and we ask that people avoid the area</strong>. Avalanche Center staff will be visiting the site and will compile a preliminary report today with a full report as soon as possible. Media report <a href=""https://www.adn.com/outdoors-adventure/2025/03/22/snowmachiner-dies-in-avalanche-near-turnagain-pass/"" target=""_blank"" rel=""noopener"">HERE</a>.<br>Our thoughts are with the family, friends, and all those involved at this incredibly difficult time.</p>",NULL
164854,2025-03-21 21:13:27,2025-03-22 15:46:44,2025-03-22 15:00:00,2025-03-23 15:00:00,Daniel Krueger,forecast,2,3,3,"<p>There were 4 human triggered avalanches yesterday 2 to 3&rsquo; deep most likely failing on a layer of buried surface hoar. Trying to outsmart this problem may have severe consequences. <strong>If you want to avoid the likelihood of being caught in an avalanche the safest option is stick to low angle terrain away from steep overhead slopes.</strong></p>
<p><strong>__________________________________</strong></p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>TODAY is your lucky day!</strong> Come find us at the Seattle Ridge motorized parking lot for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m.&nbsp;<a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164827,2025-03-21 12:57:31,2025-03-21 13:58:27,2025-03-21 15:00:00,2025-03-22 15:00:00,John Sykes,forecast,2,3,3,"<p>It has been three weeks since the avalanche danger has dropped below considerable because of a weak layer of buried surface hoar causing widespread large human triggered avalanches. This layer is now buried 2-3' deep and remains our primary concern. The only way to avoid this problem is by sticking to low angle slopes and avoiding steeper terrain overhead. Surface snow issues including wind slabs up to 1' deep and sun-triggered avalanches within the new snow are also a concern today.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m.&nbsp;<a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164717,2025-03-20 1:48:58,2025-03-20 14:26:45,2025-03-20 15:00:00,2025-03-21 15:00:00,Mik Dalpes,forecast,2,3,3,"<p>Dangerous avalanche conditions still exist above 1,500' where an unpredictable weak layer is making good chances a person could trigger a large avalanche up to 3' deep. Easterly ridgetop winds increased overnight creating fresh wind slabs up to 1' deep in the upper elevations. The bigger concern with the wind slabs is that they are located in the same place and could trigger the deeper and more dangerous weak layer causing a larger avalanche. These problems can be avoided by choosing terrain that is less than 30 degrees and not connected to anything steeper.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m.&nbsp;<a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164629,2025-03-18 23:54:49,2025-03-19 14:47:35,2025-03-19 15:00:00,2025-03-20 15:00:00,Mik Dalpes,forecast,2,3,3,"<p>Another report of a large human-triggered avalanche on Monday, combined with yesterday's new snow and wind means there are good chances a person could trigger an avalanche up to 3' deep today. This problem can be found anywhere above 1,500' and has proven to be incredibly difficult to predict. <strong>With the tricky nature of this weak layer, the only way to avoid being caught in a large avalanche is to stick to slopes that are less than 30 degrees and not connected to anything steeper. </strong>Additional hazards today include wind slabs and storm slabs in the upper elevations that could be up to 2' deep.&nbsp;</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m.&nbsp;<a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164560,2025-03-18 2:11:59,2025-03-18 15:25:54,2025-03-18 15:00:00,2025-03-19 15:00:00,Daniel Krueger,forecast,2,3,3,"<p>Strong southeast winds and 4 to 8"" of snow will increase the chance of triggering an avalanche on a layer of buried surface hoar 1 to 3&rsquo; deep. This layer has been concerning above 1,500&rsquo; on all aspects and is responsible for many human triggered avalanches. Wind slabs will also be forming in upper elevations. <strong>As the avalanche danger increases we recommend making conservative decisions like avoiding traveling in or under steep slopes.</strong></p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m.&nbsp;<a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164528,2025-03-17 13:52:22,2025-03-17 14:57:24,2025-03-17 15:00:00,2025-03-18 15:00:00,Wendy Wagner,forecast,2,3,3,"<p>Triggering a large avalanche that breaks on a weak layer of buried surface hoar 1 to 3 feet deep remains possible. This layer has the ability to produce a very large avalanche that could have dire consequences, which is why the danger remains elevated. Avalanches can be triggered remotely, can be triggered after several tracks are on a slope, and propagate across terrain features. Having a conservative mindset is recommended. Sticking to lower angle slopes, with nothing steeper above you, is a great way to enjoy the snow without worry.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m. <a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164373,2025-03-16 3:50:57,2025-03-16 15:05:36,2025-03-16 15:05:00,2025-03-17 15:00:00,Andrew Schauer,forecast,2,3,3,"<p>There is still a good chance a person could trigger a very large avalanche failing 1 to 3' deep on a weak layer of buried surface hoar. This has been making avalanches for nearly three weeks now, and remains reactive today. The layer can be very hard to assess for a specific slope, the best way to manage this problem is to avoid steep terrain for now. Keep in mind, these avalanches are often triggered after there are already multiple tracks on a slope, and they may be triggered from low-angle terrain connected to steeper slopes.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m. <a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164309,2025-03-15 13:05:10,2025-03-15 14:46:55,2025-03-15 15:00:00,2025-03-16 15:00:00,John Sykes,forecast,2,3,3,"<p>A weak layer of buried surface hoar 1 to 3' deep continues to be our main concern. Very large human triggered avalanches are still possible with the snowpack providing no signs of instability before triggering an avalanche. In the past two weeks, there have been several accidents and near misses due to avalanches on this layer. We recommend continued conservative decision-making by sticking to low angle terrain and avoiding slopes connected to steeper terrain above.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>Come find us at the Seattle Ridge motorized parking lot on Saturday, March 22 for our annual Turnagain Pass Avalanche Awareness Day! We will be there with Alaska Mining and Diving Supply and the Alaska Avalanche School to chat about avalanches and current conditions and to hang out with the good people of the southcentral Alaska winter community. AMDS will have demo snowmachines, and we&rsquo;ll be holding down the grill and the fire pit. Stop by anytime from noon until 4:00 p.m. <a href=""https://www.facebook.com/share/1BvbEV8Y6s/"" target=""_blank"" rel=""noopener"">Details Here</a>.</p>",NULL
164203,2025-03-14 12:58:45,2025-03-14 14:59:10,2025-03-14 15:00:00,2025-03-15 15:00:00,John Sykes,forecast,2,3,3,<p>The potential to trigger a large avalanche on a buried weak layer 1-3' deep is our main concern. Conservative decision-making is required to avoid this problem. We recommend sticking to low angle terrain and avoiding slopes with steep terrain connected overhead. This type of weak layer can last for a long time and produce large avalanches with no warning signs.&nbsp;</p>,NULL
164085,2025-03-13 0:15:25,2025-03-13 16:12:22,2025-03-13 15:00:00,2025-03-14 15:00:00,Wendy Wagner,forecast,2,3,3,"<p><strong>Dangerous avalanche conditions remain.&nbsp;</strong>Triggering a large slab avalanche 2 to 3 feet deep is still a main concern despite the quiet weather. These avalanches can be triggered remotely, release after tracks have already been on a slope, and catch multiple people. Smaller wind slab avalanches could also be triggered along with cornice falls. It's a heads up time in the mountains and we recommend a very conservative mindset for a safe day.&nbsp;</p>",NULL
164023,2025-03-12 6:10:23,2025-03-12 15:21:49,2025-03-12 15:00:00,2025-03-13 15:00:00,Daniel Krueger,forecast,2,3,3,"<p><strong>Dangerous avalanche conditions exist </strong>and human triggered avalanches 2 to 3&rsquo; deep are likely above 1,500&rsquo;. This avalanche problem is extremely challenging to assess and has been responsible for many recent human triggered avalanches. We recommend a cautious approach and keep in mind that people have been triggering large avalanches remotely from low angle slopes.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. We extend our deepest condolences to the friends and families of all parties involved. We have posted a&nbsp;<a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website.&nbsp;</p>",NULL
163919,2025-03-10 21:24:31,2025-03-11 15:51:05,2025-03-11 15:00:00,2025-03-12 15:00:00,Daniel Krueger,forecast,2,3,3,"<p><strong>Multiple human triggered avalanches over the weekend is telling us that avalanche conditions are dangerous.</strong> These will be easy to trigger above 1.500&rsquo; and could be 2 to 3&rsquo; deep on a layer of buried surface hoar. We recommend choosing lower angle slopes as this problem is scary and extremely difficult to assess.&nbsp;</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. We extend our deepest condolences to the friends and families of all parties involved. We have posted a&nbsp;<a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website.&nbsp;</p>",NULL
163863,2025-03-10 3:41:20,2025-03-10 15:30:49,2025-03-10 15:00:00,2025-03-11 15:00:00,Andrew Schauer,forecast,2,3,3,"<p><strong>Avalanche conditions are dangerous today.&nbsp;</strong>Don't let the quiet weather fool you. New snow from yesterday's storm has loaded a weak snowpack, and it is likely a person can trigger a large avalanche today. This may fail within new and windblown snow, or it may break deeper in the snowpack on a layer of surface hoar buried 2 to 3' deep. Approach the mountains with a cautious mindset today, and be aware that people have been triggering large avalanches remotely from low-angle terrain connected to steeper slopes.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. We extend our deepest condolences to the friends and families of all parties involved. We have posted a <a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website.&nbsp;</p>",NULL
163781,2025-03-09 4:03:25,2025-03-09 15:01:51,2025-03-09 15:00:00,2025-03-10 15:00:00,Andrew Schauer,forecast,2,3,4,"<p>The avalanche danger is expected to rise to&nbsp;<strong>HIGH&nbsp;</strong>later this afternoon as another round of snow and wind impacts the area. This will make natural and human-triggered avalanches failing within new snow up to a foot deep very likely by the end of the day. This will also add stress to a weak layer of snow buried 2 to 3' deep, making larger avalanches likely. Keep an eye on changing conditions and increasing danger through the day, and be ready to avoid traveling in avalanche terrain as the weather picks up.</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. We extend our deepest condolences to the friends and families of all parties involved. We have posted a <a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website.&nbsp;</p>",NULL
163685,2025-03-08 5:15:00,2025-03-08 16:22:04,2025-03-08 16:00:00,2025-03-09 16:00:00,Daniel Krueger,forecast,2,3,3,"<p><strong>This is the second day we are issuing a <a href=""https://forecast.weather.gov/showsigwx.php?warnzone=AKZ103&amp;warncounty=AKC020&amp;firewxzone=AKZ125&amp;local_place1=Alyeska%20AK&amp;product1=Special+Weather+Statement&amp;lat=60.962&amp;lon=-149.116"" target=""_blank"" rel=""noopener"">Special Avalanche Bulletin</a> due to the potential for a human to trigger a large avalanche on a weak layer 1 to 2' deep. </strong>This layer has been responsible for many recent human triggered avalanches. With such dangerous conditions we recommend choosing lower angle terrain that is not near steep overhead slopes.&nbsp;&nbsp;</p>
<p>__________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. Ongoing recovery efforts are being coordinated by the Alaska State Troopers. We extend our deepest condolences to the friends and families of all parties involved.&nbsp;We have posted a&nbsp;<a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website.&nbsp;</p>",NULL
163621,2025-03-07 14:10:20,2025-03-07 17:26:18,2025-03-07 16:00:00,2025-03-08 16:00:00,John Sykes,forecast,2,3,3,"<p><strong>We are issuing a<a href=""https://forecast.weather.gov/showsigwx.php?warnzone=AKZ103&amp;warncounty=AKC020&amp;firewxzone=AKZ125&amp;local_place1=Alyeska%20AK&amp;product1=Special+Weather+Statement&amp;lat=60.962&amp;lon=-149.116"" target=""_blank"" rel=""noopener""> Special Avalanche Bulletin</a> today because of the potential for large human triggered avalanches on a buried weak layer 1-2' deep. </strong>We recommend sticking to low angle terrain and avoiding slopes that are connected to steeper terrain. Many human triggered avalanches have occurred on this weak layer in the past week, and conditions remain dangerous.&nbsp;</p>
<p>___________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. Ongoing recovery efforts are being coordinated by the Alaska State Troopers. We extend our deepest condolences to the friends and families of all parties involved.&nbsp;We have posted a&nbsp;<a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website.&nbsp;</p>",NULL
163489,2025-03-06 0:49:02,2025-03-06 16:14:28,2025-03-06 16:00:00,2025-03-07 16:00:00,Andrew Schauer,forecast,3,4,4,"<p><strong>Very dangerous avalanche conditions exist despite the fair weather expected today.&nbsp;</strong>Yesterday's storm has overloaded a weak layer of snow buried around 2 feet deep, making human-triggered avalanches very likely today. If the sun makes an appearance this afternoon we are expecting to see natural avalanches failing within the new snow, which will likely trigger some avalanches failing deeper in the snow pack.&nbsp;<strong>Travel in avalanche terrain is not recommended.</strong></p>
<p>___________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report a fatal avalanche accident that occurred outside of Girdwood on the afternoon of March 4, 2025. Three people were caught and killed in an avalanche in the west fork of the Twentymile River. Ongoing recovery efforts are being coordinated by the Alaska State Troopers. We extend our deepest condolences to the friends and families of all parties involved.<br><br>We have posted a <a href=""https://www.cnfaic.org/accidents/west-fork-twentymile-river/"" target=""_blank"" rel=""noopener"">preliminary accident report</a> on our website. We will update this report as more details become available.</p>",NULL
163428,2025-03-05 13:07:32,2025-03-05 16:21:47,2025-03-05 16:01:00,2025-03-06 16:00:00,Daniel Krueger,forecast,2,3,3,"<p><strong>The avalanche danger will likely increase today</strong> as strong winds and snow will add stress to a layer of surface hoar buried 2 to 3&rsquo; deep. There were multiple human triggered avalanches yesterday and the conditions today will be more dangerous. Natural and human triggered avalanches will be more likely where touchy wind slabs are forming and in areas such as Portage and Girdwood where more snow is expected to fall. Cornices will likely fall and have the potential to trigger avalanches above you. Dangerous avalanche condtions exist today so the safest bet is to avoid traveling on or below steep and consequential terrain.</p>
<p>___________________________________</p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p>We are sorry to report an avalanche resulting in multiple fatalities in the west fork of the Twentymile River yesterday afternoon. Details on this accident are still emerging, and we will share more information as it becomes available. Our sincere condolences go out to the friends and families of those involved. Preliminary information may be found in&nbsp;<a href=""https://www.adn.com/alaska-news/anchorage/2025/03/04/multiple-heli-skiers-caught-in-avalanche-near-girdwood-troopers-say-immediate-recovery-not-possible/"" target=""_blank"" rel=""noopener"">this article</a>.</p>",NULL
163358,2025-03-04 13:22:13,2025-03-04 16:22:00,2025-03-04 16:00:00,2025-03-05 16:00:00,Daniel Krueger,forecast,2,3,3,<p>It will be easy to trigger an avalanche up to 2&rsquo; deep on a layer of buried surface hoar. This can be found at mid and upper elevations and will be more concerning where fresh wind slabs have formed over this layer. Active wind loading is expected to create new wind slabs as well as add stress to cornices at upper elevations. This weak layer is tricky to assess so the safest option is to avoid steep slopes especially wind loaded terrain.&nbsp;</p>,NULL
163254,2025-03-03 4:42:27,2025-03-03 16:01:00,2025-03-03 16:00:00,2025-03-04 16:00:00,Wendy Wagner,forecast,2,3,3,"<p>Triggering an avalanche 1-2 feet deep on a layer of buried surface hoar remains a main concern in the mid and upper elevations. A couple of these were triggered yesterday on small test slopes on Tincan. Otherwise, the strong easterly winds are continuing to blow creating natural cornice falls and wind slab avalanche issues. Wind slabs could be up to 2 feet deep and found in exposed areas near treeline and in the higher elevations.</p>",NULL
163176,2025-03-02 4:28:01,2025-03-02 15:18:46,2025-03-02 16:00:00,2025-03-03 16:00:00,Andrew Schauer,forecast,2,3,3,"<p>Chances are high that a person can trigger a large avalanche on a layer of surface hoar buried 1 to 2 feet deep. This may or may not give warning signs even when conditions are dangerous. Strong east winds will continue to blow snow into reactive slabs through the day. This increases the chances of triggering an avalanche failing closer to the surface, and it may make it easier to trigger a bigger avalanche on that buried weak layer. It can be hard to know the odds of triggering an avalanche on a specific slope, so for now it is a good idea to avoid steep terrain.</p>",NULL
163078,2025-03-01 5:18:34,2025-03-01 15:58:12,2025-03-01 16:00:00,2025-03-02 16:00:00,Andrew Schauer,forecast,2,3,3,<p><strong>Avalanche conditions are dangerous today.</strong> It is likely a person will be able to trigger an avalanche on weak snow buried 1 to 2' deep or deeper. There may also be some natural avalanche activity as east winds continue to load upper elevation start zones. Choose your terrain carefully and consider avoiding steep slopes while the snowpack adjusts to the new snow from the past two days.</p>,NULL
163013,2025-02-28 14:01:54,2025-02-28 15:55:20,2025-02-28 16:00:00,2025-03-01 16:00:00,John Sykes,forecast,2,3,3,"<p>Snowfall and moderate winds should continue to load buried weak layers throughout the day. Large natural avalanches on weak layers 1-3' deep are possible, and human triggered avalanches are likely. Strong winds overnight have also formed wind slabs 1'+ deep at upper elevations that will be easy for a person to trigger. We recommend a cautious approach by sticking to low angle terrain while the snowpack adjusts to the new load.&nbsp;</p>",NULL
162928,2025-02-27 13:56:03,2025-02-27 16:34:26,2025-02-27 16:00:00,2025-02-28 16:00:00,John Sykes,forecast,1,2,3,"<p>An incoming storm will bring strong winds and snowfall starting this afternoon. Human triggered avalanches on buried weak layers 1-2' deep are likely, especially on Seattle Ridge and the north end of Turnagain Pass. Fresh wind slabs up to a foot deep will be forming at upper elevations as the storm starts to impact the area. We expect avalanche danger to rise rapidly tonight as buried weak layers are loaded by new snow and wind.&nbsp;</p>
<p><strong>__________________________________________</strong></p>
<p><strong>SPECIAL ANNOUNCEMENTS:</strong></p>
<p><strong>TODAY Thursday, Feb. 27 at the Breeze Inn Hotel in Seward from 6:00 to 7:30 pm</strong>. Join forecaster Mik Dalpes to talk about the state of the snowpacks, mapping resources, and how to interpret stability tests. More info&nbsp;<a href=""https://www.cnfaic.org/event/cnfac-seward-forecaster-chat-state-of-the-snowpack-how-to-interpret-stability-tests-mapping-resources-and-more/"" target=""_blank"" rel=""noopener"">here</a>.</p>",NULL
